,Titulo,Autor,Referencia,Texto,link
22,Advierten vecinos por Artz Pedregal,Selene Velasco,Provoca Plaza problemas con suministro de agua. Dudan los colonos que las autoridades tengan estudios de impacto,"Habitantes de Jardines del Pedregal advirtieron a las autoridades que la Plaza Artz Pedregal, aún en construcción, provoca desde ahora problemas de abastecimiento de agua y movilidad. Las dos principales preocupaciones de los vecinos son el suministro del líquido que llega desde pozos y por tandeo a las viviendas, así como la ocupación de vialidades y de banquetas como estacionamiento. Greta Gallman, representante de colonos, explicó que las complicaciones se van a multiplicar una vez que abra la plaza de cuatro torres de oficinas y locales comerciales. Según Gallman, las autoridades no han comprobado que tengan estudios de impacto para la zona y lamentó que aunque los tengan, no conocen la realidad que se vive. Aunque han externado su preocupación a la Delegación Magdalena Contreras, al Instituto de Verificación Administrativa (Invea), Secretaría de Desarrollo Urbano y Vivienda (Seduvi) y al Gobierno de la Ciudad, no han recibido respuesta. ""A mí de qué me sirve que me digan con un estudio que no hay problemas en la colonia y que no nos va a afectar si nosotros vivimos aquí y sabemos realmente lo que pasa y el caos que se hace y la preocupación por el agua"", dijo Gallman. Indicó que no les han explicado la forma en que se abastecerá el complejo comercial y temen que se conecten al mismo pozo del que se extrae el agua para sus casas la cual llega con poca presión y por algunas horas. Las decenas de habitantes que rechazan la obra dudan que los seis niveles de estacionamiento sean suficientes, por lo que creen que trabajadores y visitantes invadirán las calles cercanas. Diario, vialidades como Crioque, Picacho, Santa Teresa y Periférico Sur donde se ubica la entrada de la plaza, se congestionan por los camiones de material y vehículos particulares. Las filas de autos alcanzan decenas de metros y obligan a los peatones a caminar en el arroyo vehicular. Los vecinos, además, han pedido que se les muestren en papel las garantías que brindan las autoridades para contrarrestar el impacto. ""Cuando iniciaron la construcción no nos imaginábamos de qué tan grande sería lo que iban a construir, pero ya cuando reaccionamos fue muy tarde tal vez para frenarlo, pero ahora lo que necesitamos es que nos garanticen que van a solucionar el impacto"", agregó Gallman. En Artz Pedregal hubo un derrumbe en noviembre del 2016 sin que hubiera personas lesionadas. Tras el accidente se suspendió la obra, pero continuaron laborando supuestamente para mitigar y los vecinos creen que la suspensión no se levantó de forma legal ya que aún hay sellos de Protección Civil.       Greta Gallman, representante de colonos   ""A mí de qué me sirve que me digan con un estudio que no hay problemas en la colonia y que no nos va a afectar si nosotros vivimos aquí y sabemos realmente lo qué pasa y el caos que se hace"".   ""Cuando iniciaron la construcción no imaginábamos qué tan grande sería, cuando reaccionamos fue tarde, necesitamos que nos garanticen que van a solucionar el impacto"".",https://busquedas.gruporeforma.com/reforma/Documento/Impresa.aspx?id=6355689|InfodexTextos&url=https://hemerotecalibre.reforma.com/20170402/interactiva/RCIU20170402-004.JPG&text=Advierten+vecinos+por+Artz+Pedregal&tit=
23,Denuncian abusos de minera en Puebla,Diana Baptista,"La empresa minera canadiense Almaden Minerals realiza un proyecto de exploración en Ixtacamaxtitlán, Puebla, sin permisos de la autoridad ambiental, denunciaron organizaciones sociales.
En febrero...","La empresa minera canadiense Almaden Minerals realiza un proyecto de exploración en Ixtacamaxtitlán, Puebla, sin permisos de la autoridad ambiental, denunciaron organizaciones sociales. En febrero pasado, la Secretaría de Medio Ambiente y Recursos Naturales (Semarnat) rechazó un informe preventivo de la empresa por considerar que no puede garantizar el respeto a la NOM 120, que establece especificaciones de protección ambiental para actividades mineras. Además, la dependencia le negó un permiso para labores de exploración en 69 nuevos barrenos o agujeros que se rellenan de explosivos. Sin embargo, acusaron activistas, la empresa no ha dado a conocer dicha información a sus inversionistas, a quienes informó en una nota de prensa que continuará la exploración agresiva en la zona. ""Por varias vías jurídicas, el día miércoles cumplimos dos años de que los títulos de concesión están suspendidos. Por diferentes vías no podría estar operando la empresa, sin embargo lo está haciendo"", señaló Diana Pérez, integrante del Instituto Mexicano para el Desarrollo Comunitario (IMDEC). Un informe de especialistas advierte que la minera viola el derecho a la salud, a la consulta informada y al acceso al agua.",https://busquedas.gruporeforma.com/reforma/Documento/Impresa.aspx?id=6358775|InfodexTextos&url=https://hemerotecalibre.reforma.com/20170405/interactiva/RNAC20170405-009.JPG&text=Denuncian+abusos+de+minera+en+Puebla&tit=
24,Invade edificio Presa Anzaldo,Samuel Adam,Exigen demoler inmueble en área ambiental. Acusan colonos de San Ángel violación de sellos de suspensión,"Vecinos de San Ángel, en la Delegación Álvaro Obregón, apoyados por legisladores del Partido Verde, pedirán al Gobierno de la Ciudad la demolición de una obra irregular en el borde de la Presa Anzaldo, sobre Periférico Sur. Paula Arizpe, ex presidenta del Comité Ciudadano del Pedregal de San Ángel, denunció que la Secretaría de Protección Civil de la Ciudad emitió una opinión técnica negativa de la construcción al considerar riesgo alto de la misma, en donde se ha desbordado la presa dos veces. ""Antes de esta construcción había otra de la empresa Volvo que se llevó el río Magdalena"" señaló Arizpe. Sin embargo, la construcción sigue y ha invadido el 54 por ciento de Área de Valor Ambiental en zona federal. ""La construcción viola todas las leyes y permisos: las de ecología, de construcción del área libre, de pisos"", señala Arizpe. A su vez, Fernando Zárate, legislador del Partido Verde, señaló que la Delegación Álvaro Obregón a través de la PAOT colocó sellos de suspensión de la construcción, los cuales han sido violados. ""Se violaron sellos, la reposición se pidió y la apertura de distintos procesos penales por la violación de sellos. Aun así crecieron los pisos hacia arriba y profundizaron el crecimiento hacia las áreas de valor ambiental"", señaló Zárate. El legislador indicó que existe un problema de sanciones al ser el Gobierno de la Ciudad quien aprobó la construcción y se invada la zona federal, por lo que los dos niveles de gobierno deberían intervenir. El Partido Verde pidió a Gobierno capitalino demoler las partes de la obra que violen los permisos otorgados y establecer una mesa de trabajo con las dependencias necesarias para resolver la problemática de invasión del terreno federal. De igual manera, que se sancione administrativa y penalmente a la empresa constructora y a quienes han permitido que el desarrollo siga. ""No podemos alentar que en aras de un pretendido e insano desarrollo económico se atente contra la seguridad y el patrimonio de los capitalinos"", señaló el diputado. El Procurador Ambiental de la Ciudad Miguel Ángel Cancino, señaló que la PAOT ha pedido a la Secretaría de Medio Ambiente, el Instituto de Verificación Administrativa y la Delegación aplicar la ley en términos de suspensión, clausura y demolición. ""Estuvimos presionando para que la obra se clausure y pidiendo la demolición"", señaló Cancino.",https://busquedas.gruporeforma.com/reforma/Documento/Impresa.aspx?id=6361081|InfodexTextos&url=https://hemerotecalibre.reforma.com/20170407/interactiva/RCIU20170407-002.JPG&text=Invade+edificio+Presa+Anzaldo&tit=
25,Harta a vecinos de BJ desorden inmobiliario,Iván Sosa,"Clausuran de forma simbólica megadesarrollos. Acusan falta de agua y saturación de vías, que se agravarán con nuevos colonos","La calidad de vida en Benito Juárez, la Delegación con el mayor índice de desarrollo humano, está en riesgo por la saturación de viviendas en proceso de construcción, señalaron vecinos que realizaron clausuras simbólicas en las edificaciones. En menos de un año y en un perímetro de un kilómetro cuadrado habrá unos 5 mil nuevos residentes, concentrados en torres habitacionales en construcción, con departamentos de 60 metros cuadrados y costos de 5 millones de pesos, pero con problemas de escasez de agua y saturación de vialidades, aseguraron los inconformes. Durante dos horas, un grupo inicialmente de 50 que aumentó a 300 vecinos de colonias de clase media marchó por avenidas principales, hasta llegar a la explanada delegacional en donde pidieron ser recibidos por las autoridades, sin respuesta. En el trayecto, colocaron sellos de ""Clausura ciudadana"" en las torres Mitikah, Agatha, Atmósfera, City Tower Park Grand y Green Tower, situadas entre Río Churubusco, Universidad y Popocatépetl. ""Inexplicablemente tienen autorizaciones de impacto urbano, vial, ambiental y las factibilidades de agua, cuando sabemos que en las colonias General Anaya, Santa Cruz Atoyac, el pueblo de Xoco y hasta en la del Valle y la Narvarte hay que comprar pipas a diario. ""Las vialidades están congestionadas porque la infraestructura ya es insuficiente"", indicó el vecino René Rivas. De 2010 a la fecha, la Procuraduría Ambiental y del Ordenamiento Territorial (PAOT) ha recibido en Benito Juárez 2 mil 657 denuncias, 155 este año, por obras que presuntamente incumplen la normativa, pero sólo en excepciones hay clausuras por parte del Instituto de Verificación Administrativa (Invea) o la Delegación, apuntó la vecina Lourdes Olivera. ""Hemos tenido reuniones con autoridades, nos dicen que es responsabilidad de la Delegación y la Delegación nos dice que es la Secretaría de Desarrollo Urbano, se echan la pelotita y por eso seguiremos con protestas en las calles"", aseguró el vecino Javier Méndez. Con socavones por deficiencias en la cimentación de las torres, encharcamientos por la insuficiencia del drenaje y aglomeraciones en los diferentes transportes, la calidad de vida se deteriorará aun más con el boom inmobiliario, expuso Priscila Harfush. ""Cómo pueden hablar de la delegación con mayor índice de desarrollo humano, cuando estos proyectos son un atentado a la calidad de vida"", comentó. Los inconformes indicaron que llevarán a cabo un foro al que invitarán a funcionarios y expertos, además de realizar más protestas hasta ser atendidos. Resguardados por patrullas. al paso del contingente fueron cerrados los cruces de avenidas Universidad, el Eje 8 Sur Popocatépetl, División del Norte y Zapata.       Fuera de control   Vecinos de distintas colonias acusan inacción de autoridades.   · En la Delegación Benito Juárez, de 2010 a la fecha, la Procuraduría Ambiental y del Ordenamiento Territorial recibió 2 mil 657 denuncias relacionadas con presuntas violaciones a la normativa en materia de construcción. · De esas, 155 se presentaron en lo que va del año. · Vecinos señalan que pocas veces se llega a la sanción. 300 colonos participaron en la protesta. 5 desarrollos clausurados.",https://busquedas.gruporeforma.com/reforma/Documento/Impresa.aspx?id=6362962|InfodexTextos&url=https://hemerotecalibre.reforma.com/20170409/interactiva/RCIU20170409-001.JPG&text=Harta+a+vecinos+de+BJ+desorden+inmobiliario&tit=
26,Acusa tribu invasion por aval a salinera,Aline Corpus,"SAN LUIS RÍO COLORADO, Son.- La etnia Tohono O'odham, cuyas tierras abarcan territorio mexicano y estadounidense, entre Sonora y Arizona, reprocharon la autorización en México para extraer sal en...","SAN LUIS RÍO COLORADO, Son.- La etnia Tohono O'odham, cuyas tierras abarcan territorio mexicano y estadounidense, entre Sonora y Arizona, reprocharon la autorización en México para extraer sal en la Reserva de la Biósfera Alto Golfo de California y Delta del Río Colorado. ""Es tierra sagrada"", acusó el Gobernador de la comunidad de San Francisquito y miembro del Consejo Supremo de la nación Tohono O´odham, Julián Rivas, quien se ha manifestado contra la construcción del muro fronterizo. Pese a la oposición de la Comisión Nacional de Áreas Naturales Protegidas (Conanp), el delegado de Semarnat, Gustavo Adolfo Clausen Iberri, firmó la aprobación de explotación de 66 hectáreas de la salina La Borrascosa a Jesús Pedro Villagrán Ochoa el 16 de diciembre del 2016. La Borrascosa se localiza a unos 240 kilómetros de Mexicali, sobre la carretera Golfo de Santa Clara-Puerto Peñasco, en Sonora, donde el 1 de abril ingresó maquinaria para raspar el terreno sin el permiso para el uso de accesos vehiculares del Ejido Vicente Guerrero. Rivas explicó que el área es parte del sistema natural que ellos intentan conservar. ""Mi comunidad protege estas tierras, es parte de nuestra cultura ancestral"", dijo durante una protesta por el inicio de la explotación del mineral sin que se les haya consultado. Manuel Eribez Rodríguez, director de la etnia, señaló que en mayo se llevará a cabo una reunión del Consejo Supremo de la comunidad en el área de la salina. ""Aquí es la Caminata de la Sal, es algo muy cultural, venimos y hacemos ceremonias. No sabemos quién les permitió el acceso (a la maquinaria)"", explicó. ""Se va a detener esto. Están violentando los usos y costumbres, no pueden venir a violentar una tierra sagrada"". Dentro de la Reserva de la Biósfera también se encuentran los humedales de Bahía de Adair, un sitio Ramsar declarado en 2009. El oficio DS/SG-UGA-IA-0828-16 de Semarnat, indica que la Conanp calificó el proyecto como ""no viable"". ""Toda vez que el promovente no acredita la vigencia de la concesión minera ni la anuencia para ingresar al área del proyecto"", precisa el documento.",https://busquedas.gruporeforma.com/reforma/Documento/Impresa.aspx?id=6364497|InfodexTextos&url=https://hemerotecalibre.reforma.com/20170410/interactiva/RNAC20170410-005.JPG&text=Acusa+tribu+invasion+por+aval+a+salinera&tit=
27,Bloquean termoelectrica,,"ALTAMIRA. Pobladores de ocho ejidos de Altamira bloquearon el acceso a la termoeléctrica de la CFE, ubicada en Estación Colonias, por considerar que contamina y pone en riesgo su...","ALTAMIRA. Pobladores de ocho ejidos de Altamira bloquearon el acceso a la termoeléctrica de la CFE, ubicada en Estación Colonias, por considerar que contamina y pone en riesgo su salud.",https://busquedas.gruporeforma.com/reforma/Documento/Impresa.aspx?id=6365982|InfodexTextos&url=https://hemerotecalibre.reforma.com/20170411/interactiva/RNAC20170411-002.JPG&text=Bloquean+termoelectrica&tit=
28,"Colapsa obra, mueren 7",Antonio Nieto y Selene Velasco,"Caen trabes de concreto sobre empleados de construcción, en Álvaro Obregón. Rescatan de entre los escombros a trabajadores en Av. Toluca 481","Siete personas fallecidas y 10 lesionados dejó el colapso de la obra en Avenida Toluca 481, en la Colonia Olivar de los Padres, en Álvaro Obregón, donde era construido el estacionamiento del centro comercial Plaza Olivar. De acuerdo con los reportes de Protección Civil, Cruz Roja y la Policía capitalina, fue alrededor de las 17:30 horas cuando los pisos y columnas de cemento se vinieron abajo sobre un grupo de trabajadores. ""Escuchamos como si fuera una explosión, pero luego luego supimos que era un derrumbe porque nos asomamos y había una nube de tierra que venía de la obra"", recordó Margarita, vecina. A un costado de la construcción se ubica un asilo católico, de donde fueron desalojadas unas 10 personas. Bomberos y elementos de la Policía capitalina iniciaron las labores de búsqueda de personas entre los escombros con ayuda de perros entrenados. ""Oíamos quejidos, pero había mucho escombro, era difícil transitar por ahí"", admitió un mando del Cuerpo de Bomberos. Bajo estructuras partidas, vigas y madera rota, los rescatistas encontraron cadáveres. Dos inclusive estaban uno encima del otro. Fausto Lugo, Secretario de Protección Civil, confirmó los fallecimientos y que los heridos fueron llevados a hospitales del IMSS y Cruz Roja Polanco. ""Lo que nosotros acabamos de ver es una falla en el constructivo. No es un derrumbe de talud, no es un derrumbe de terreno. ""Al momento de estar colocando una trabe esta venció a las partes subsecuentes a la parte inferior, lo que hizo que colapsaran trabes y colapsara una losa, la losa cayó en una zona que se denomina como cisternas y es allí donde tenemos a las personas"", explicó Lugo. Sin embargo, serán peritos de la Procuraduría General de Justicia (PGJ) los que determinen las causas del accidente. El Secretario de Protección Civil indicó alrededor de las 23:30 horas se concluyeron las labores de rescate y búsqueda en la obra sin que se encontraran más lesionados. De acuerdo con vecinos, el año pasado presentaron quejas ante el Gobierno capitalino por la construcción del centro comercial, ya que temían derrumbe por ser una zona de minas y barrancas. ""Sí vinieron a clausurar, fue el año pasado, pero como al mes o mes y medio volvieron a venir arquitectos y obreros"", expresó Darío, quien tiene 15 años viviendo sobre Segunda Cerrada de Olivar de los Padres. En tanto, la Procuraduría General de Justicia informó que inició una investigación y que serían citados a declarar los responsables de la construcción de la Plaza Olivar.       Margarita, vecina en Olivar de los Padres   ""Escuchamos como una explosión, pero luego supimos que era un derrumbe porque nos asomamos y había una nube de tierra que venía de la obra. No se volvió a escuchar nada hasta que llegarron las ambulancias"".",https://busquedas.gruporeforma.com/reforma/Documento/Impresa.aspx?id=6365881|InfodexTextos&url=https://hemerotecalibre.reforma.com/20170411/interactiva/RCIU20170411-005.JPG&text=Colapsa+obra+mueren+7&tit=
29,Minimizan anomalias en obra colapsada,Selene Velasco y Samuel Adam,"La obra de Plaza Olivar, en Álvaro Obregón, donde perdieron la vida siete trabajadores había sido denunciada desde 2015 ante PAOT, Invea, Seduvi, la propia Delegación y Gobierno central.
En 2015,...","La obra de Plaza Olivar, en Álvaro Obregón, donde perdieron la vida siete trabajadores había sido denunciada desde 2015 ante PAOT, Invea, Seduvi, la propia Delegación y Gobierno central. En 2015, el Comité Ciudadano Olivar y Pueblo de Tetelpan Unidos interpuso denuncias por riesgos de la zona en construcción. Sin embargo, sólo fueron respondidas por el Gobierno central y el Invea. La Procuraduría Ambiental informó de tres quejas recibidas por las que se apeló a las instancias de Gobierno involucradas en la revisión. La PAOT recibió hasta octubre de 2016 el Dictamen de Daño Ambiental y por no tener Autorización en Materia de Impacto fue clausurada. No obstante, las calcomanías fueron retiradas y los trabajos se reanudaron. El Invea indicó que realizó una visita, pero no publicó los resultados porque cierta información es reservada. Además, instalaron mesas de trabajo en el Gobierno, pero los desarrolladores no se presentaron. Diputados de la Asamblea Legislativa solicitaron, antes de la tragedia, la revisión de las condiciones de la construcción. El PAN pidió a finales de 2016 la verificación del estacionamiento, pues no era claro si cumplía los requisitos de Protección Civil al estar en zona de barrancas, de acuerdo con el diputado Ernesto Sánchez. A su vez, desde junio del 2016, el diputado Fernando Zárate, del Verde, solicitó el uso de suelo vigente en distintos terrenos, incluyendo Plaza Olivar, sin recibir respuesta.       Tiene empresa largo historial   La empresa ITISA, encargada de Plaza Olivar, ha sido investigada anteriormente.   · De acuerdo con la carpeta CI-FAO/AO-3/UI-3C/D/1605/04-2017, ITISA encabeza los trabajos en la zona. · En agosto de 2016, un trabajador murió aplastado por un colado en Parque Puebla, obra a cargo de la firma. · En noviembre de 2016, perdió la vida un obrero en una obra en Guadalajara, también a cargo de ITISA. · La empresa participó en el montaje de los durmientes de la Línea 12, en el tramo Culhuacán-Tláhuac. · En 2008, entregó la obra del Distribuidor La Virgen, en la Ciudad de México, con seis meses de retraso.",https://busquedas.gruporeforma.com/reforma/Documento/Impresa.aspx?id=6366621|InfodexTextos&url=https://hemerotecalibre.reforma.com/20170412/interactiva/RCIU20170412-001.JPG&text=Minimizan+anomalias+en+obra+colapsada&tit=
30,Ordena la PAOT recortar megatorre,Samuel Adam,"La Procuraduría Ambiental y de Ordenamiento Territorial (PAOT) determinó la parcial demolición de la Torre Baja 370, en Avenida Baja California, por exceder en ocho pisos la altura...","La Procuraduría Ambiental y de Ordenamiento Territorial (PAOT) determinó la parcial demolición de la Torre Baja 370, en Avenida Baja California, por exceder en ocho pisos la altura permitida. Anteriormente, vecinos de la Colonia Hipódromo denunciaron las irregularidades en la construcción, por lo que las autoridades determinaron que el desarrollo inmobiliario de la torre se edificó con un excedente a lo permitido en el Programa Parcial de Desarrollo Urbano de la Delegación Cuauhtémoc. De acuerdo con el oficio PAOT-2016-938-SOT-346, la Subprocuraduría de Ordenamiento Ambiental de la PAOT señala que de los 47 metros y 15 niveles que fueron construidos en la torre, sólo 24 metros, en 7 niveles, están permitidos. ""Corresponde al Instituto de Verificación Administrativa realizar una nueva visita de verificación"", señala el expediente, ""imponiendo las medidas y sanciones procedentes, entre las cuales se considere la demolición de los metros excedentes"". El Invea había impuesto sellos de clausura en 2016 por no contar con dictámenes favorables del Instituto Nacional de Bellas Artes y la Dirección de Patrimonio Cultural Urbano de la Secretaría de Desarrollo Urbano y Vivienda, pero los sellos fueron retirados. ""De acuerdo con los planos que publicó la empresa inmobiliaria Proxio, muestra sin ningún escrúpulo un proyecto de 15 niveles que desde un inicio supera los 45 metros de altura"", señaló Rafael Guarneros, miembro de la Asociación de Residentes de Hipódromo, quienes habían denunciado la ilegalidad.       Bien volada   La construcción duplicó la altura permitida. 15 niveles los que tiene edificados actualmente la Torre Baja 370. 24 metros solamente tiene autorizados esta construcción",https://busquedas.gruporeforma.com/reforma/Documento/Impresa.aspx?id=6366622|InfodexTextos&url=https://hemerotecalibre.reforma.com/20170412/interactiva/RCIU20170412-001.JPG&text=Ordena+la+PAOT+recortar+megatorre&tit=
31,Rechazan obras en valle de bravo,Iris Velázquez,Impulsa diputado priista complejo residencial. Repudian vecinos construcción de 250 viviendas en destino turístico,"Asociaciones civiles y vecinos de Valle de Bravo, Estado de México, rechazan la construcción de un complejo residencial de 250 casas impulsado por Tristán Manuel Canales Najjar, diputado federal por el PRI. Integrantes del Observatorio Ciudadano de la Cuenca de Valle de Bravo-Amanalco aseveran que el proyecto Vivienda Residencial Campestre, Bosques de Pamejé, es uno de los desarrollos más grandes que se pretende realizar en el Municipio desde hace un lustro, el cual atenta contra el equilibrio ambiental de la zona. El proyecto fue presentado por el diputado Tristán Canales el 8 de diciembre de 2016 ante la Secretaría de Medio Ambiente y Recursos Naturales (Semarnat), según consta en el Listado de Ingreso de Proyectos y Emisión de Resolutivos Derivados del Procedimiento de Evaluación de Impacto Ambiental, publicado por la dependencia con el número DGIRA/062/16. En el documento inicial se registró el nombre del priista; sin embargo, en consultas actuales se percibe que ha sido omitido. En una superficie de 78.94 hectáreas, de las cuales el 97.4 por ciento son bosque, de acuerdo con el Plan Parcial, se pretende construir 250 casas, hoteles boutique, condominios horizontales de densidad media, un club social y deportivo, un restaurante y espacios recreativos. Con ello, quedarán 13.5 hectáreas de bosque en las inmediaciones de la autopista Toluca-Valle de Bravo. Los inconformes reclaman que, pese a que el desarrollo aún no ha sido autorizado, ya está cercado, lo que constituye una imposición y violación al proceso. Acusaron que ámbitos municipales defienden el proyecto del funcionario, pues para que su edificación fuera factible la Alcaldía de Valle de Bravo, que preside el priista Mauricio Osorio Domínguez, avaló una modificación al uso de suelo. El 26 de noviembre de 2015 se publicó en el Periódico Oficial del Gobierno del Estado de México el Plan Parcial de Incorporación Territorial Bosques de Pamejé (PP). En el plan se aprobó un cambio de uso de suelo forestal a urbano; así, mientras en la zona forestada tipo B (donde se pretende construir el desarrollo), se permitía una vivienda cada cinco hectáreas, ahora se pueden autorizar hasta 3.34 casas por hectárea. Defensores ambientales acusaron que las audiencias para cambiar el uso de suelo se celebraron en clubes privados y con la presencia única de personas y empresarios afines a la propuesta.",https://busquedas.gruporeforma.com/reforma/Documento/Impresa.aspx?id=6381020|InfodexTextos&url=https://hemerotecalibre.reforma.com/20170424/interactiva/RNAC20170424-010.JPG&text=Rechazan+obras+en+valle+de+bravo&tit=
32,Documentan vecinos proyectos irregulares,Samuel Adam,Registran anomalías en desarrollos inmobiliarios en la Cuauhtémoc. Identifican 15 obras en la Roma Norte y 12 construcciones en la Hipódromo,"Vecinos de los comités de las Colonias Hipódromo y Roma Norte, en la Delegación Cuauhtémoc, presentaron un estudio sobre los factores que inciden en la violación de los usos de suelo por parte de desarrolladores inmobiliarios. Solamente en la Roma Norte tienen ubicados 15 proyectos irregulares, mientras en Hipódromo registraron 12 más. Rafael Guarneros, presidente de la Asociación de Residentes de Hipódromo, señaló que polígonos como el Roma-Condesa cuentan con Programas Parciales de Desarrollo Urbano, que limitan las construcciones según lo permitido en esta región. Además, cuentan con un Programa Delegacional de Desarrollo Urbano en la Cuauhtémoc y el propio Programa General de la Ciudad. Sin embargo, violaciones a leyes y reglamentos son constantes por huecos legales en éstos. Por ejemplo, cuando el primer Reglamento de Construcciones de la Ciudad fue elaborado en 1994, en la Asamblea de Representantes, existía un subdelegado de Obras Públicas encargado de la aplicación y vigilancia del cumplimiento del mismo. En 2004 secundaron esta responsabilidad al Director Responsable de Obra (DRO) sin ser funcionario público, y a quien da autorización desde 2016 la Secretaría de Desarrollo Urbano y Vivienda. Además, para expedir a una licencia de construcción se pedía una licencia de uso de suelo con dictamen aprobado y un anteproyecto arquitectónico, para que los órganos de representación ciudadana dieran su visto bueno. Hoy, la manifestación de construcción se da sin examinar el contenido de los documentos, y el constructor puede iniciar de forma inmediata la obra. Para la cancelación del registro del DRO se condiciona a disposiciones como que ponga en peligro la vida de las personas, pero cuando son retirados sellos de suspensión o clausura en construcciones irregulares, no hay sanción de las autoridades, señala. Esto ha causado que en obras como Mérida 169, en la Roma, se pusieran cinco sellos hasta que fueron remitidas 55 personas por las violaciones a las calcomanías; ninguno de ellos es el responsable de obra. Lo mismo pasó con la construcción de un helipuerto en Nuevo León 138, sin permiso ni manifestación de obra, o la torre ""Baja 370"", de 47 metros de altura, 23 arriba de lo permitido en Programa Parcial Desarrollo Urbano Hipódromo. Vecinos señalaron que de nada sirve que haya un nuevo Programa de Desarrollo Urbano, si a través de la ley se le dará la vuelta. Por ello, pidieron modificar y hacer valer la reglamentación, además de que delegados y el Secretario de Obras se hagan responsables.     Malos ejemplos   Algunas obras identificadas con irregularidades son:   · Mérida 169. Tuvo 5 clausuras, donde violaron los sellos para seguir construyendo. · Zacatecas 194. Catalogada con valor artístico; dañaron la fachada sin un uso de suelo válido. · Nuevo León 138. Se construyó un helipuerto sin ningún tipo de permiso.",https://busquedas.gruporeforma.com/reforma/Documento/Impresa.aspx?id=6388749|InfodexTextos&url=https://hemerotecalibre.reforma.com/20170502/interactiva/RCIU20170502-002.JPG&text=Documentan+vecinos+proyectos+irregulares&tit=
33,Alertan por inundaciones en Ixhuatepec,Laura Islas,"Para evitar las inundaciones que cada año padecen, habitantes de San Juan Ixhuatepec, en Tlalnepantla, urgen a las autoridades municipales y estatales la conexión del drenaje que desemboca en el...","Para evitar las inundaciones que cada año padecen, habitantes de San Juan Ixhuatepec, en Tlalnepantla, urgen a las autoridades municipales y estatales la conexión del drenaje que desemboca en el Río de los Remedios. Vecinos denuncian que desde hace seis años, a partir de la construcción de la autopista de cuota Naucalpan-Ecatepec, la cual pasa encima del canal, se taparon los ductos de drenaje y aguas pluviales, lo que ha ocasionado anegaciones de forma anual en temporada de lluvias. Aunque desde entonces se han manifestado y reunido con autoridades municipales y estatales en diversas ocasiones, a la fecha no hay una solución que resuelva el problema, señaló Francisco Carreño, líder vecinal y uno de los afectados por las inundaciones. Además, desde hace 8 meses el problema se acrecentó, pues durante las obras que se realizan para la construcción de la línea del Mexibús sobre la Carretera México-Pachuca se quitó una canaleta que reubicaron a unos metros, pero no la reconectaron y una parte está tapada con cascajo. ""¿Qué beneficio nos va a traer el Mexibús? Mejor conéctenos el drenaje, la canaleta"", pidió el vecino. ""No hay una conexión al río, toda el agua que baja de la carretera, del cerro, toda el agua en épocas de lluvias se queda aquí y afecta"", señaló Carreño. Para poder hacer frente a las inundaciones, que los vecinos aseguran llegan a alcanzar medio metro de altura, han tenido que construir muros dobles en las paredes o crear compuertas en las entradas de sus domicilios para mitigar las afectaciones.",https://busquedas.gruporeforma.com/reforma/Documento/Impresa.aspx?id=6389601|InfodexTextos&url=https://hemerotecalibre.reforma.com/20170503/interactiva/RCIU20170503-004.JPG&text=Alertan+por+inundaciones+en+Ixhuatepec&tit=
