,Titulo,Autor,Referencia,Texto,link
351,"Habitantes rechazan proyecto minero de Almadex, en Veracruz; cierran bodegas",,"Periódico La JornadaSábado 28 de abril de 2018, p. 29","Xalapa, Ver.
Más de 300 habitantes de 20 localidades de los municipios de Actopan y Alto Lucero, zona centro de Veracruz, clausuraron de forma simbólica las bodegas usadas para el proyecto minero El Cobre, perteneciente a la empresa Almadex Minerals, para mostrar su rechazo a los trabajos de exploración de oro y cobre que pretenden desarrollar en la región.
Los manifestantes marcharon por las calles de Actopan la mañana del viernes para exigir la cancelación de concesiones y que sus territorios sean declarados libres de minería, ya que dijeron, el proyecto El Cobre abarca un área de 7 mil 456 hectáreas de Actopan, donde realizan perforaciones.
Guillermo Rodríguez Curiel, vocero de la organización civil La Vida, dijo que en el contexto del Día de la Tierra los habitantes decidieron salir a mostrar su rechazo a los proyectos mineros porque el gobierno federal ha entregado a las grandes empresas yacimientos con una riqueza natural única.
Son concesiones de unos 50 años, con posibilidad de ampliarlas otros 50 años. Queremos que el gobierno deje de jugar y cancele los proyectos mineros, expresó el activista.
En un pronunciamiento colectivo, señalaron que el programa pone en grave riesgo a las comunidades, pues vulnera sus territorios, implica impactos acumulativo y sinérgico con otras actividades y proyectos, como la planta nuclear Laguna Verde ubicada a tan sólo tres kilómetros de distancia del proyecto minero, y las líneas de alta tensión.
Recordaron que el gobierno federal ha concesionado más de 70 mil hectáreas, dentro de un espacio que ha sido ocupado por siglos por comunidades campesinas, afrodescendientes, indígenas y comunidades equiparables a pueblos originarios.
Contaminan tierras y secan pozo
Rodríguez Curiel acusó que los trabajadores de la minera se han metido sin permiso en las parcelas y ya contaminaron suelos en la zona de Los Baños, secaron un pozo por la introducción de barrenos, los cuales desvían el cauce del agua.
Esto vulnera los derechos humanos de las comunidades tal y como lo establecen los artículos segundo de la Constitución y sexto del Convenio 169 de la Organización Internacional del Trabajo, el gobierno federal debe garantizar el consentimiento previo, libre, informado y culturalmente informado, planteó.
Los manifestantes informaron que han organizado 27 asambleas ejidales y comunitarias en las que rechazan los daños a sus territorios porque las autoridades vulneran sus derechos a la autonomía, a la libre determinación, al consentimiento previo, libre, informado y culturalmente adecuado.
En la protesta, también pidieron a las autoridades municipales, estatales y federales que respeten sus derechos, cancelen las concesiones y exhortaron a la empresa a desistirse de operar en territorio veracruzano.
",https://www.jornada.com.mx/2018/04/28/estados/029n1est
352,Habrá devastación si llevan la terminal aérea a Santa Lucía,,"Periódico La JornadaMiércoles 31 de octubre de 2018, p. 2","Tecamac, Edomex., Delegados y autoridades auxiliares de los pueblos aledaños a la Base Aérea de Santa Lucía, lugar donde, se anunció, se edificará el Nuevo Aeropuerto Internacional de México (NAIM), advirtieron que la terminal aérea traerá impactos negativos en la disponibilidad de agua potable, la explotación de mantos acuíferos, la ocupación de terrenos agrícolas para zonas habitacionales y saturación vial.
Armando Hernández, delegado de Reyes Acozac, afirmó que hasta el momento desconocen el proyecto ejecutivo de la construcción de dos pistas en Santa Lucía, porque ninguna autoridad se ha acercado a los vecinos para informarles.
Señaló que los pueblos del municipio mexiquense de Tecámac que se verán afectados son los más cercanos a la base aérea, como San Juan Pueblo Nuevo, San Luca Xolox, Reyes Acozac, Santa María, San Pedro y San Jerónimo.
Nos va a traer afectaciones en la destrucción del ecosistema, la sobrexplotación de mantos acuíferos y la dotación de agua para un aeropuerto de esa magnitud; nos van a dejar sin líquido. En Xolox aún hay terrenos de cultivo y áreas de ganado bovino que se verán amenazadas, aseveró.
Miguel Meléndez, delegado de San Lucas Xolox, afirmó que existe riesgo de devastación de sus reservas naturales y cerros, como en Texcoco y municipios aledaños.
Tenemos áreas protegidas, con el aeropuerto serán devastados los cerros. Las pocas tierras de cultivo las ocuparán para casas y se agravará la seguridad. Vivimos de lo que cosechamos y nos regimos por usos y costumbres. El que mandará será el presidente Andrés Manuel, pero no estamos de acuerdo con que lo construyan en Santa Lucía, es terreno de Xolox, dijo.
Como ejemplo, dijo que los pozos de agua potable de Xolox antes estaban a 30 o 50 metros de profundidad y hoy la tienen que extraer de una profundidad de 150 metros y con mayor población la extracción será a más profundidad.
En tanto, la Unión Industrial del Estado de México hizo un llamado al próximo gobierno federal a no adoptar decisiones apresuradas de adecuar la Base Aérea de Santa Lucía como NAIM, sin antes realizar todos los estudios técnicos y considerar una tercera opción, con visión para 30 años.
Francisco Cuevas Dobarganes, director general de la agrupación, dijo que una tercera alternativa podría ser la zona del Bajío que sea un gran aeropuerto tipo HUB que sirva como centro aéreo del país y más apto, pues el desarrollo de Ciudad de México está saturado en exceso.
",https://www.jornada.com.mx/2018/10/31/politica/002n1pol
353,"Halcones, víboras y abejas, entre los desplazados por el NAIM",,"Periódico La JornadaJueves 11 de octubre de 2018, p. 14","Nezahualcóyotl, Méx., Halcones y víboras, entre otros animales silvestres, así como un centenar de enjambres han sido capturados o retirados de la zona urbana que colinda con las obras de construcción del Nuevo Aeropuerto Internacional de México (NAIM), informó Ignacio Vázquez, coordinador del Cuerpo de Bomberos de esta localidad.
El funcionario advirtió a la Secretaría del Medio Ambiente y Recursos Naturales (Semarnat) que el fenómeno está relacionado directamente con el megaproyecto que se edifica en el ex lago de Texcoco, en los límites de los municipios de Ecatepec, San Salvador Atenco, Texcoco, Chimalhuacán y Nezahualcóyotl.
Detalló que las obras se edifican en una zona despoblada, pero no lejana del casco urbano de Neza. En diversos puntos de las colonias se han capturado 10 víboras, un halcón, un águila y un búho, y en los 10 meses recientes, vecinos han reportado la presencia de 114 enjambres de abejas. Sólo en los tres días pasados se reportó a los teléfonos de emergencia la existencia de 22 colonias de esos insectos.
Ignacio Vázquez explicó que los animales silvestres fueron entregados a la Semarnat. Sin embargo, cuando se solicitó a la dependencia apoyo para el retiro de las colmenas ya no hubo respuesta de las autoridades federales. Sabemos que es un trabajo de la Semarnat, pero realmente desconocemos por qué no están respondiendo a dicha situación. Nosotros lo que menos queremos es eliminarlos, sino que nos apoyen en ese sentido. Ante la falta de respuesta, solicitaron apoyo de apicultores de los municipios de la región de los volcanes y de Cuajimalpa, quienes retiraron los enjambres y aprovecharán de la producción de miel.
",https://www.jornada.com.mx/2018/10/11/politica/014n3pol
354,Ikoots reiteran oposición a eólicas en San Dionisio del Mar,,"Periódico La JornadaMartes 30 de enero de 2018, p. 27","San Dionisio del Mar, Oax.
Con una celebración de la palabra y una asamblea de representantes de pueblos y organizaciones sociales en defensa de la tierra y territorio, el pueblo ikoots (huave) de San Dionisio del Mar celebró el sexto aniversario de resistencia contra el megaproyecto eólico Barra Santa Teresa.
La reunión se efectuó fuera de la parroquia de San Dionisio del Mar Aeropagita, afectada por el terremoto del pasado 7 de septiembre.
Los integrantes de la Asamblea del Pueblo de San Dionisio del Mar obtuvieron en 2012 un amparo que revocó la construcción del proyecto eólico Barra Santa Teresa, a cargo entonces de la empresa Mareña Renovables.
Desde hace seis años los opositores del proyecto eólico mantienen tomado el palacio municipal y el casino, ubicado a un costado, donde llevan a cabo sus asambleas semanales.
Este lunes, después de misa, se reunieron en el casino, donde cada uno de los representantes de los pueblos indígenas reafirmaron su oposición a los megraproyectos.
Al acto acudieron representantes de organizaciones civiles para mostrar su apoyo a las comunidades de Laguna Santa Cruz, San Mateo del Mar, Unión Hidalgo y Matías Romero, entre otras.
Alejandro Sosa López, vocero de la Asamblea de Pueblos de San Dionisio del Mar, agradeció en ikoots la presencia los invitados y advirtió que su territorio no se negocia para ningún megaproyecto.
Aquí amamos el mar y nuestro territorio. Barra Santa Teresa se llama la mujer que más amamos todos los pueblos mareños; por eso la defendemos con nuestro cuerpo, mente y espíritu, manifestó.
Pedro Orozco Márquez, vocero de la organización social defensores del mar Mugier Ndyuck, puntualizó que el apoyo de las organizaciones de la región ha sido muy importante para mantener la resistencia, que continuará.
Agradeció el respaldo mostrado al pueblo ikoots. Cumplimos seis años de resistencia contra las empresas transnacionales, como las eólicas. Fuimos la primera comunidad indígena que logró la suspensión de un proyecto eólico en esta zona del Istmo de Tehuantepec.
",https://www.jornada.com.mx/2018/01/30/estados/027n2est
355,Impugnan indígenas proyecto eólico ante la OCDE,,"Periódico La JornadaMartes 13 de febrero de 2018, p. 29","Unión Hidalgo, Oax.
La comunidad indígena de Unión Hidalgo dio a conocer que identificó omisiones en la planeación de la planta eólica Gunaá Sicarú, que la transnacional Électricité de France (EDF) pretende instalar en su territorio, lo que podría ser violatorio de los derechos humanos. Por ello, presentó en Francia una queja ante Punto Nacional de Contacto (PNC), instancia mediadora de la Organización para la Cooperación y el Desarrollo Económicos (OCDE).
Acompañada por la organización no gubernamental Proyecto de Derechos Económicos Sociales y Culturales (ProDesc), la comunidad indígena de Unión Hidalgo solicitó a la OCDE que pida a EDF dialogar con los afectados y respetar los derechos humanos. La queja fue firmada por el representante de la Asamblea Comunal, Óscar Marín, y por la defensora comunitaria indígena Guadalupe Ramírez, en representación de Unión Hidalgo.
El objetivo es alertar que las actividades de EDF podrían estar violando los derechos del pueblo zapoteca de Unión Hidalgo, por no existir consulta previa conforme al Convenio 169 de la Organización Internacional del Trabajo sobre la instalación de parques eólicos, informó ProDesc en un comunicado.
Explicó que desde inicios de 2017, Unión Hidalgo reunió evidencias sobre la instalación del parque eólico Gunaá Sicarú de Eólica de Oaxaca, filial de EDF, proyecto que avanzó sin que el gobierno mexicano pidiera consentimiento a los pobladores.
La comunidad observa violaciones a los derechos humanos, principalmente a su derecho a la consulta y al consentimiento previo, libre e informado; además, se crean condiciones propicias para afectar a la comunidad y a las personas defensoras de la tierra y el territorio, expresó.
En la misiva se señaló que la comunidad presentó el pasado 8 de febrero una queja ante el PNC, y se espera que éste indague los posibles abusos de la transnacional francesa en México y la llame a cumplir con directrices que la OCDE estipula para las multinacionales.
Esta acción legal se suma a las demandas de amparo que la comunidad indígena, con el acompañamiento de ProDesc, presentó en 2017 por omisiones de las autoridades mexicanas para exigir información sobre el proyecto Gunaá Sicarú, por entregar permisos sin cumplir con los estándares internacionales y por omitir la realización de una consulta.
Gunaá Sicarú sería el cuarto parque eólico de EDF en México, el número 24 en la región del Istmo de Tehuantepec y el segundo en Unión Hidalgo. La mayoría de estos proyectos, afirman los inconformes, se aprobaron pese a graves omisiones de las empresas y del Estado mexicano.
",https://www.jornada.com.mx/2018/02/13/estados/029n2est
356,Impunidad en Benito Juárez en materia de construcciónes,,"Periódico La JornadaMiércoles 10 de octubre de 2018, p. 36","Existen alrededor de 3 mil obras en proceso de construcción en Benito Juárez, de las cuales se ha recibido un total de mil 883 denuncias por violaciones al uso de suelo, sin que a la fecha este problema se detenga, afirmó la diputada local de Morena Paula Soto.
En la tribuna del Congreso de la Ciudad de México indicó que como muestra de la impunidad que existe se encuentra la edificación de un complejo inmobiliario en la calle Correspondencia número 128, en la colonia Postal, de la que se ha documentado por la Procuraduría Ambiental y de Ordenamiento Territorial (Paot) 27 irregularidades, pero continúan los trabajos.
Al presentar un punto de acuerdo para exhortar al Instituto de Verificación Administrativa de la Ciudad de México y a la alcaldía de Benito Juárez a acatar la resolución de la Paot, que pide imponer sanciones, entre ellas la demolición de dos pisos excedentes de este conjunto habitacional, la morenista indicó que esta demarcación lleva años sufriendo un voraz crecimiento inmobiliario.
Esta situación ha afectado la calidad de vida de sus habitantes, pero lo más grave, añadió, es que esta alcaldía tuvo el mayor número de siniestros durante el terremoto del pasado 19 de septiembre, pues de los 334 reportes recibidos por el Centro Nacional para la Prevención de Desastres sobre edificios dañados o derrumbados en la ciudad, 56 por ciento corresponde a Benito Juárez.
Toda la regulación en materia de seguridad y construcción fue insuficiente para prevenir la caída de edificios nuevos, y la razón es sencilla: la ley para funcionar adecuadamente debe ser respaldada por la voluntad política de servir. En Benito Juárez esa voluntad no ha existido, destacó, al señalar que la demarcación sólo tiene capacidad para verificar 100 obras al mes.
El punto de acuerdo fue aprobado, incluso con la adhesión de la fracción panista, a petición del ex jefe delegacional Christian von Roehrich, a quien la diputada de Morena acusó de ser uno de los responsables de este problema.
En el predio ubicado en la calle Correspondencia número 128, en la colonia Postal, aludido por la diputada, se construye un edificio de seis pisos con una serie de irregularidades, entre ellas la ausencia de estudios de mecánica de suelo, así como el rebase en el número de niveles y la superficie de construcción permitidos.
La obra ha causado daños en las viviendas contiguas, cuyos afectados denunciaron que lograron suspenderla en dos ocasiones, pero en la última, las autoridades delegacionales retiraron los sellos un día antes de iniciar el periodo de suspensión de términos, en el que no se puede hacer ningún trámite, lo que ha sido aprovechado por la constructora, que lejos de iniciar la demolición continúa con los trabajos de construcción.
",https://www.jornada.com.mx/2018/10/10/capital/036n2cap
357,"Incursión en Acapulco, para liberar a infiltrado del gobierno: CRAC-PC",,"Periódico La JornadaMiércoles 10 de enero de 2018, p. 24","Acapulco, Gro.
La operación efectuada el domingo pasado en el poblado La Concepción por policías estatales y ministeriales, además del Ejército Mexicano, tuvo la finalidad de liberar a un agente infiltrado del gobierno que busca fracturar el sistema comunitario, denunció ayer la Coordinadora Regional de Autoridades Comunitarias-Policía Comunitaria (CRAC-PC) de las regiones de la Montaña y la Costa Chica de Guerrero. El gobierno estatal, acusó, intenta justificar lo ocurrido con señalamientos falsos contra la organización.
Ese día, luego de una balacera ocurrida alrededor de las tres de la madrugada, en la que murieron seis civiles y dos policías comunitarios, las fuerzas estatales y federales incursionaron en La Concepción y detuvieron a 38 personas. Esta intervención provocó otro enfrentamiento alrededor de las 11:30 horas, en la que fueron abatidos tres comunitarios.
En un comunicado fechado en San Luis Acatlán, donde se encuentra la matriz del sistema comunitario, la CRAC-PC cuestiona al gobierno estatal, que acusa a policías comunitarios de poseer armamento de uso restringido a las fuerzas armadas: ¿Qué armas de alto poder porta nuestra policía comunitaria? ¿Quieren engañar a la población con su viejo truco de sembrar droga a los detenidos?
El Estado, protector y parte de la delincuencia
Los coordinadores, consejeros y comandantes regionales del sistema comunitario de la CRAC-PC también preguntan: “¿Por qué el gobierno no actúo con tal firmeza cuando se asesinó a toda una familia de inocentes en San Pedro Cacahuatepec, teniendo tantas evidencias para hacerlo? ¿A cambio de qué se dejó libres a esos asesinos?
Una vez más el Estado muestra su efectividad represora contra el pueblo, como no lo hace contra la delincuencia, como debiera. Y es precisamente porque el Estado es ahora protector y parte de la misma delincuencia, refiere el escrito.
Señaló que la incursión violenta de las policías estatal y ministerial, así como del Ejército y la Marina en la comunidad de La Concepción, asesinando a cinco (en los dos enfrenamientos) y deteniendo a más de 30 de nuestros compañeros policías comunitarios, consejeros y autoridades, nos confirma que fue para rescatar a Iván Soriano Leal, quien se ostenta como militar retirado y ha sido agente del gobierno para provocar represión contra nuestro sistema comunitario.
Soriano Leal, quien también usa otros seudónimos, según la CRAC-PC, fue detenido en días recientes por policías comunitarios en La Concepción y acusado de ser parte de un grupo armado contratado para asesinar al compañero Marco Antonio Suástegui, vocero del Consejo de Ejidos y Comunidades Opositores a la Presa La Parota (Cecop), y a algunos compañeros de la policía comunitaria, señala la coordinadora en su comunicado y explica que el domingo fueron citados los medios de comunicación a las 12 horas en La Concepción para presentar al detenido. Ese día estaba previsto trasladarlo a la casa de justicia de San Luis Acatlán; sin embargo, el gobierno logró liberarlo.
El comunicado refiere que las declaraciones del vocero de seguridad del estado, Roberto Álvarez Heredia, y las del gobernador priísta Héctor Astudillo Flores, quienes “pretenden justificar este acto de barbarie, son totalmente falsas, cínicas y demuestran su ausencia de escrúpulos y de moral para ordenar la muerte y el encarcelamiento de gente inocente.
Esto confirma el modo en que comienzan a operar las fuerzas policiacas y militares, con la anuencia de los poderes públicos que han aprobado la inconstitucional y fascista Ley de Seguridad Interior, para brindar total impunidad a los asesinos que se encubren como servidores públicos.
Añade que, lejos de avanzar en la armonización de los sistemas jurisdiccionales oficial y comunitario, el gobierno del estado muestra su verdadero rostro e intenciones asesinando y encarcelando a nuestras autoridades y policías comunitarios.
Acusó de la agresión a Pedro Almazán Cervantes, secretario de Seguridad Pública; a Xavier Olea Peláez, fiscal general del estado, y al gobernador Héctor Astudillo Flores.
Los coordinadores comunitarios pidieron la intervención de organismos oficiales y no gubernamentales de derechos humanos para investigar lo ocurrido el domingo pasado, una violación flagrante a la Ley 701 de reconocimiento, derechos y cultura de los pueblos y comunidades indígenas de Guerrero.
",https://www.jornada.com.mx/2018/01/10/estados/024n1est
358,Indagatoria sobre el socavón sigue abierta: PGR,,"Periódico La JornadaSábado 13 de octubre de 2018, p. 8","La Procuraduría General de la República (PGR) tiene abierta una carpeta de investigación relacionada con el socavón del Paso Exprés. Funcionarios federales revelaron que la indagatoria no había concluido y se desahogaba en la delegación del Ministerio Público Federal en el estado de Morelos.
Lo anterior fue dado a conocer luego de que la Comisión Nacional de los Derechos Humanos (CNDH) rechazara las declaraciones de la secretaria de la Función Pública, Arely Gómez González, quien señaló que el asunto del socavón estaba cerrado.
La CNDH enfatizó que además de los funcionarios públicos involucrados se debe incluir en las investigaciones a las empresas que participaron en la construcción de la obra, al difundir la recomendación 34/2018, en la cual se indica que existieron graves deficiencias e indicios de corrupción.
Debido al nuevo sistema de justicia penal, las autoridades entrevistadas no dieron mayores detalles de la carpeta de investigación ni de las autoridades o representantes empresariales que han comparecido en la indagatoria.
En julio de 2017, Juan Mena Romero y Juan Mena Ruiz murieron tras caer en un socavón cuando circulaban por el Paso Exprés.
",https://www.jornada.com.mx/2018/10/13/politica/008n2pol
359,Indígenas y ecologistas exigen ser escuchados antes de comenzar la construcción,,"Periódico La JornadaMiércoles 21 de noviembre de 2018, p. 8","El proyecto de construcción del Tren Maya generó rechazos tanto de pueblos originarios como de organizaciones ecologistas. La Red Nacional Indígena (RNI) se pronunció porque sean los pueblos nativos los que determinen, mediante una consulta, su viabilidad e insistieron en que debe escucharse a los directamente involucrados.
En tanto, asociaciones civiles de Cancún se sumaron a la negativa de construirlo, por lo menos sin la información suficiente, pues no se puede ir a consulta pública sin un proyecto ejecutivo, requiere permisos ambientales, y en el sitio en que, al parecer, cruzará, rompería los corredores biológicos de varias especies, entre ellas la del jaguar, que está en peligro de extinción, afirmó Aracely Domínguez, presidenta del Grupo Ecológico del Mayab.
Explicó que como grupo ambientalista suscribieron la carta que investigadores de la Universidad Nacional Autónoma de México y del Instituto Nacional de Antropología e Historia entregaron al presidente electo, Andrés Manuel López Obrador, para solicitar que detenga la consulta pública que pretende realizar porque desde hace unos años México ha perdido selvas, manglares y bosques de manera alarmante.
En Ciudad de México, integrantes de la RNI expusieron que no se oponen a que el proyecto se consulte a la ciudadanía en general, pero dejaron claro que no debe ser con ese ejercicio cómo se decida la obra. Puntualizaron que el ejercicio debe ser acorde a lo que indica el Convenio 169 de la Organización Internacional del Trabajo.
",https://www.jornada.com.mx/2018/11/21/politica/008n2pol
360,Interfiere la policía en asamblea ejidal sobre Milpillas,,"Periódico La JornadaMartes 16 de octubre de 2018, p. 30","Zacatecas, Zac., Con el apoyo de policías estatales armados, ejidatarios de la comunidad El Potrero, municipio de Jiménez del Teúl, aprobaron abrir caminos hacia el río Atenco, donde los gobiernos estatal y federal pretenden construir la presa Milpillas, a pesar de la oposición de algunos campesinos.
Un grupo de 20 ejidatarios opositores al proyecto intentaron ingresar a la asamblea realizada el domingo, pero fueron retenidos por la fuerza pública. La votación oficial de la ocupación de tierras fue de 33 votos a favor y 28 en contra. Aseguraron que a una decena se les impidió votar.
Este lunes, la Red Mexicana de Afectados por la Minería (REMA) señaló como responsables de transgredir la autonomía ejidal al gobernador Alejandro Tello Cristerna y a Francisco Godoy Cortés, delegado de la Procuraduría Agraria, a quienes acusó de ‘‘represores y violadores de los derechos humanos’’.
Desde que se anunció el proyecto de la presa Milpillas y un acueducto de 167 kilómetros para trasvasar agua a la zona conurbada de Fresnillo, Calera y Zacatecas-Guadalupe, investigadores universitarios, activistas y organizaciones sociales, entre ellas el Observatorio de Conflictos Mineros de Zacatecas y la REMA, se opusieron a la obra.
Denunciaron en foros y conferencias que el agua no sólo será para consumo de los habitantes, sino fundamentalmente para abastecer a la compañía cervecera Grupo Modelo y a dos minas de Grupo Peñoles. Se calcula que la obra costará más de 10 mil millones de pesos al erario.
Sobre la accidentada asamblea ejidal realizada el domingo, la REMA informó que también estuvieron la alcaldesa Victorina Espinoza Sánchez; Alfonso del Real, subsecretario de la Secretaría General del Gobierno estatal, y Luis Fernando Maldonado Romero, titular de la Secretaría de Agua y Medio Ambiente.
Además, acusaron que la policía del estado ‘‘intimidó, desalojó y golpeó a ciudadanos y ejidatarios que denunciaron la intromisión de las autoridades en la vida autónoma del ejido. Cuando algunos de los ejidatarios preguntaron por qué estaba ahí la policía, el enviado del secretario general de Gobierno dijo que por ‘protocolo’’’.
En tanto, el gobierno de Zacatecas presumió ayer, en un comunicado, ‘‘el histórico acuerdo alcanzado con los ejidatarios’’, que ‘‘autoriza el proceso de expropiación de 125 hectáreas de uso común, que se utilizarán en la zona de embalse y caminos de acceso en la construcción de la presa Milpillas’’.
",https://www.jornada.com.mx/2018/10/16/estados/030n2est
361,Intimidan a representantes de AMLO al realizar recorrido por minas,,"Periódico La JornadaJueves 11 de octubre de 2018, p. 13","Texcoco, Méx., Personal de la empresa minera Martínez y Villegas increpó y corrió a una comitiva del equipo del presidente electo, Andrés Manuel López Obrador, que junto con integrantes del Frente de Pueblos en Defensa de la Tierra (FPDT) y vecinos de las zonas afectadas por la construcción del Nuevo Aeropuerto Internacional de México (NAIM) realizaban una visita a la mina de Tezoyuca, de donde se extrae tezontle para la edificación de la terminal aérea.
Javier Jiménez Espriú, Josefa González Blanco y Román Meyer, propuestos en ese orden para ser titulares de las secretarías de Comunicaciones y Transportes (SCT); de Medio Ambiente y Recursos Naturales (Semarnat), y de Desarrollo Agrario, Territorial y Urbano (Sedatu), escucharon ráfagas de armas de fuego provenientes de un banco de materiales en Teotihuacán con la intención de intimidarlos.
En Texcoco, Tepetlaoxtoc y Atenco, los visitantes constataron la devastación de decenas de cerros y las afectaciones al medio ambiente. Por ello, campesinos y vecinos demandaron a los funcionarios la cancelación de la terminal aérea.
En un recorrido que duró casi nueve horas, los próximos funcionarios visitaron cinco puntos que han sido impactados por el NAIM en Texcoco.
El momento más tenso se vivió en Tezoyuca, en la mina del Tezoyo, cuando Jiménez Espriú y González Blanco fueron expulsados por personal de Martínez y Villegas SA de CV.
A su llegada al socavón, los vecinos, entre ellos Octavio Jiménez, denunciaron que la mina de tezontle, de más de 42 hectáreas, se la apropió ilegalmente el empresario René Martínez, quien está protegido por el gobierno estatal y federal.
Enseguida llegó María Susana Rodríguez Godínez, apoderada legal de Martínez y Villegas, acompañada de un sujeto armado y, argumentado que se trataba de una área privada, expulsó a Jiménez Espriú y González Blanco. Exijo que se retiren, les dijo. Hubo momentos de tensión debido a que Jiménez Espriú sostuvo un diálogo áspero con la mujer y ordenó el retiro de los visitantes, pero antes advirtió a Rodríguez Godínez: Le comunica al señor dueño de la empresa que (cuando asuma el nuevo gobierno) lo voy a citar, expresó.
",https://www.jornada.com.mx/2018/10/11/politica/013n2pol
362,Juez arrebata predio expropiado para dárselo a una inmobiliaria,,"Periódico La JornadaMiércoles 4 de abril de 2018, p. 35","Un juez del juzgado decimosexto de distrito en materia administrativa arrebató al Gobierno de la Ciudad de México un inmueble en la colonia Roma, delegación Cuauhtémoc, que había expropiado para construir vivienda de interés social, con el fin de favorecer a una desarrolladora inmobiliaria.
De acuerdo con la resolución del juez Ricardo Gallardo Vara, el predio ubicado en la avenida Álvaro Obregón número 175 no es apto para edificar viviendas de interés social, debido al valor del suelo en la zona, por lo que concedió un amparo a la empresa AKD, que disputa la propiedad y se inconformó por el procedimiento administrativo que se realizó en beneficio de familias de escasos recursos.
En su argumentación, el juzgador también consideró que no se justifica la utilidad pública porque la acción de la autoridad no tuvo como finalidad dotar a la colectividad en general de viviendas de interés social, sino sólo a un determinado grupo de habitantes.
Desde hace más de tres décadas las familias afectadas viven en el edificio prácticamente en ruinas. No somos invasores, pagábamos nuestra renta y tenemos nuestros recibos que acreditan la posesión legal y pacífica, expusieron.
Tengo 36 años de edad; aquí nací. Los árboles de enfrente nosotros los plantamos. No recuerdo en qué año se perdió contacto con el antiguo dueño; dejó de venir y después llegó la apoderada legal de una inmobiliaria, llamada Raquel, que nos siguió cobrando la renta durante años, las últimas veces a escondidas, porque ya no entraba, relató Guillermo Arturo González.
Cuando comenzaron a hacer los trámites ante el Instituto de Vivienda (Invi) de la Ciudad de México para la expropiación fue cuando se dieron cuenta que AKD ya se ostentaba como propietaria del inmueble. “Nunca supimos cuándo ni cómo se hizo la compraventa, pero se debió ofrecer primero el edificio a los inquilinos, lo que se conoce como ‘derecho del tanto’, pero jamás se hizo”, explicaron los afectados.
Detallaron que en el sismo de 1985 el inmueble resultó con afectaciones, que con el paso de los años se fueron acentuando por la falta de mantenimiento, a grado tal que está dictaminado como de alto riesgo e inhabitable por el Instituto de la Seguridad de las Construcciones de la Ciudad de México, por lo que las autoridades capitalinas procedieron a la expropiación.
Con la resolución del juez, que a decir de los afectados será impugnada por la Consejería Jurídica y de Servicios Legales y el Invi, se da marcha atrás al procedimiento administrativo relacionado con la expropiación y con la declaratoria de utilidad pública.
“Se estima que el procedimiento administrativo de expropiación XP/05/2017 se encuentra viciado desde la declaratoria de utilidad pública (…) toda vez que el motivo indicado por la autoridad responsable resulta insuficiente para justificar que respecto al inmueble en cuestión existe una causa de utilidad pública que amerite su expropiación”, concluye el juzgador.
",https://www.jornada.com.mx/2018/04/04/capital/035n1cap
